category,title,price,nums,name,brand,symptoms,type
儿科用药,999三九小儿感冒颗粒6g*20袋疏风解表清热解毒用于小儿风热感冒枣庄,30.00,71000,999小儿感冒颗粒,999,流涕,其它
止痛镇痛,仲景 三黄片 50片 清热解毒 泻火降火通便 咽喉肿痛 牙龈肿痛 便秘 口鼻生疮心烦口渴,8.90,42000,仲景三黄片,仲景,牙龈肿痛,牙痛，其它
感冒咳嗽,联邦克立停 氢溴酸右美沙芬口服溶液(克立停)120ml干咳，上呼吸道感染、支气管炎等引起的咳嗽。,16.20,7100,联邦克立停氢溴酸右美沙芬口服溶液,联邦克立停,空,干咳，支气管炎
儿科用药,葵花 小儿清肺化痰口服液10ml*6支 用于小儿肺热感冒引起的咳嗽痰喘,32.00,4400,葵花小儿清肺化痰口服液,葵花,空,小儿感冒
感冒咳嗽,仁和 盐酸氨溴索口服溶液 12支 用于支气管炎咳嗽,26.80,28000,仁和盐酸氨溴索口服溶液,仁和,其它,支气管炎，其它
耳鼻喉用药,辅舒良 丙酸氟替卡松鼻喷雾剂120喷 预防和治疗季节性过敏鼻炎,75.00,250000,辅舒良50μg*120喷(0.05%),辅舒良,其它,鼻炎
感冒咳嗽,养无极 补肺丸 用于气短喘咳 干咳痰粘 咳声低弱 喉干舌燥 9g*10丸*4板 补肺益气 止咳平喘 专治咳痰喘,298.00,53000,养无极9g*10丸*4板,养无极,其它,其它
感冒咳嗽,京都念慈菴蜜炼川贝枇杷膏300ml润肺止咳糖浆感冒咳嗽药,56.80,400000,京都念慈菴蜜炼川贝枇杷膏,京都念慈菴,空,有痰咳嗽，其它
感冒咳嗽,慢严舒柠咽炎片 清热解毒 刺激性咳嗽药 慢性咽炎 止咳化痰 咽喉痒痛 清利咽喉 90片,56.00,250000,慢严舒柠咽炎片,慢严舒柠（MINT）,其它,其它
感冒咳嗽,京都念慈菴蜜炼川贝枇杷膏150ml润肺止咳糖浆感冒咳嗽药,33.80,400000,京都念慈菴蜜炼川贝枇杷膏,京都念慈菴,其它,有痰咳嗽，其它
感冒咳嗽,"扬子江 蓝芩口服液 10ml*12支/盒 清热解毒,利咽消肿 急性咽炎、咽痛、咽干、咽部灼热",49.80,76000,扬子江蓝芩口服液,扬子江,咽喉肿痛,其它
感冒咳嗽,感康 复方氨酚烷胺片 6片/板*2板/盒（感冒药缓解发热头痛咽喉肿痛流涕鼻塞）,13.40,310000,感康12片/盒,感康,鼻塞，流涕，发热，头痛，打喷嚏,普通感冒，流行性感冒
感冒咳嗽,白云山 板蓝根颗粒 清热解毒 凉血利咽 用于肺胃热盛所致的咽喉肿痛 口咽干燥 10g*20袋 有糖,16.80,390000,白云山板蓝根颗粒 有糖,白云山,口干咽燥,其它
感冒咳嗽,慢严舒柠清喉利咽颗粒 无蔗糖型 咽炎 急慢性咽炎 扁桃体发炎 咽干咽痒嗓子痛 30袋,72.00,250000,慢严舒柠清喉利咽颗粒,慢严舒柠（MINT）,口干咽燥,其它
感冒咳嗽,999（三九）板蓝根颗粒 20袋清热解毒 咽喉肿痛 口咽干燥 急性扁桃体炎,23.00,850000,999板蓝根颗粒,999,咽喉肿痛，扁桃体炎,其它
感冒咳嗽,香雪 抗病毒口服液 清热祛湿 凉血解毒 用于风热感冒 流感 风热感冒药 18支,32.00,80000,香雪18支,香雪,其它,风热感冒，流行性感冒
止痛镇痛,芬必得 布洛芬缓释胶囊 0.3g*20粒 持续12小时缓解轻至中度疼痛,25.00,170000,芬必得0.3g*20粒,芬必得,牙龈肿痛，痛经，腰部酸痛，肩痛，颈部酸胀,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛，神经性头痛，偏头痛
儿科用药,999小儿氨酚黄那敏颗粒 20袋儿童流行性感冒 发热,26.00,89000,99920袋,999,发热,小儿感冒
感冒咳嗽,慢严舒柠咽炎片 清热解毒 养阴润肺 慢性咽炎 咽干 咽喉炎 咽痒 嗓子疼 咳嗽药 30片,22.00,250000,慢严舒柠0.25G*30片/盒,慢严舒柠（MINT）,口干咽燥,其它
感冒咳嗽,同仁堂 感冒清热颗粒12g*10袋 疏风散寒 解表清热 风寒感冒药，头痛发热，恶寒身痛，鼻流清涕，咳嗽咽干 北京同仁堂,16.00,200000,同仁堂10袋,同仁堂,空,风寒感冒
感冒咳嗽,白云山 小柴胡颗粒 10克*10袋（解表散热 疏肝和胃 食欲不振 口苦咽干）,15.80,100000,白云山10g*10袋/盒,白云山,发热,风热感冒
感冒咳嗽,快克复方氨酚烷胺胶囊10粒头痛鼻塞流涕发热感冒药,9.60,130000,快克10粒,快克（QUICK）,发热,风热感冒
儿科用药,同仁堂 儿感清口服液 10ml*10支 小儿风寒感冒鼻塞流涕咳痰咳嗽,38.50,70000,同仁堂10ml*10支,同仁堂（TRT）,发热,小儿感冒，风寒感冒
止痛镇痛,云南白药 云丰 蒲地蓝消炎片 48片（消肿 咽炎 扁桃腺炎）,28.50,150000,云南白药48片,云南白药（YUNNANBAIYAO）,空,其它
感冒咳嗽,999 感冒灵胶囊 0.5g*12粒头痛 发热 鼻塞 流涕 咽痛 感冒药品（三九深圳）,13.90,850000,999感冒灵胶囊,999,发热,普通感冒
感冒咳嗽,白云山复方板蓝根颗粒 15g*20袋 风热感冒 喉咙肿痛,19.80,390000,广药白云山复方板蓝根颗粒 15g*20袋,白云山,咽喉肿痛,风热感冒
感冒咳嗽,以岭连花清瘟胶囊36粒 (莲花清瘟) 清瘟解毒 流行性感冒、发热、头疼感冒药,18.00,91000,以岭36粒,以岭（YILING）,鼻塞，流涕，发热，肌肉酸痛，头痛,流行性感冒
儿科用药,美林 布洛芬混悬液 100ml 儿童感冒发烧用药小儿感冒退烧药 缓解疼痛,25.90,80000,美林100毫升,美林,发热,小儿感冒
感冒咳嗽,香雪 橘红痰咳液 理气化痰 润肺止咳 又止咳又化痰 支气管炎 感冒咳嗽药 10ml*18支 （无糖型）,54.00,80000,香雪橘红痰咳液（无糖型）,香雪,其它,其它
儿科用药,葵花药业 小儿肺热咳喘口服液8支 宣肺化痰 发热出汗 儿童发烧咳嗽痰黄,39.00,91000,葵花8支,葵花,发热,小儿感冒
感冒咳嗽,慢严舒柠复方青橄榄利咽含片 咽部灼热疼痛 咽干不适 清热解毒 咽炎含片保护声带 60片,55.00,250000,慢严舒柠复方青橄榄利咽含片,慢严舒柠（MINT）,其它,其它
感冒咳嗽,999（三九） 感冒清热颗粒 18袋(疏风散寒清热解表 风寒感冒 咳嗽咽干),25.00,850000,999感冒清热颗粒,999,发热，其它,风寒感冒
感冒咳嗽,慢严舒柠清喉利咽颗粒 咽炎 咽喉发干 声音嘶哑 急慢性咽炎 扁桃体炎 止咳药 21袋,68.90,250000,慢严舒柠5克*21袋/盒乳糖型,慢严舒柠（MINT）,其它,其它
感冒咳嗽,同仁堂 秋梨润肺膏 100g 润肺止咳 生津利咽 用于久咳 痰少质粘 口燥咽干,28.00,54000,同仁堂秋梨润肺膏,同仁堂（TRT）,其它,其它
感冒咳嗽,仁和可立克 复方氨酚烷胺胶囊20粒 （头痛发热喷嚏鼻涕感冒药）,22.80,37000,仁和可立克复方氨酚烷胺胶囊,仁和可立克（RH）,发热,普通感冒，流行性感冒
感冒咳嗽,特一 止咳宝片 24片 宣肺祛痰 止咳平喘,29.80,21000,特一止咳宝片,特一,咽喉肿痛,有痰咳嗽
儿科用药,999小儿咳喘灵颗粒 2g*10宣肺 清热 止咳 祛痰 上呼吸道感染 咳嗽三九黄石,15.90,29000,999小儿咳喘灵颗粒,999,咳嗽哮喘,其它
止痛镇痛,芬必得 布洛芬缓释胶囊 24粒 缓解牙痛、头痛、原发性痛经、肩痛、劳损、骨关节炎,30.20,170000,芬必得24粒,芬必得,牙龈肿痛，痛经，腰部酸痛，肩痛，颈部酸胀,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛，神经性头痛，偏头痛，其它
儿科用药,999 小儿止咳糖浆225ml 祛痰镇咳 用于小儿感冒引起的咳嗽三九郴州,12.00,40000,999225ML,999,空,小儿感冒
儿科用药,999（三九） 小儿感冒颗粒 6g*24袋 疏风解表清热解毒 用于发热 头胀痛 咳嗽痰黏 咽喉肿痛,38.00,71000,999小儿感冒颗粒,999,发热,小儿感冒
儿科用药,葵花药业 小儿肺热咳喘颗粒 3g*6袋 宣肺止咳 化痰平喘 儿童感冒 支气管炎,32.00,91000,葵花小儿肺热咳喘颗粒,葵花,空,小儿感冒，其它
感冒咳嗽,同济堂 虫草清肺胶囊 48粒 润肺补气 清肺化痰 止咳平喘,88.00,1300,同济堂虫草清肺胶囊,同济堂,痰多,支气管炎
感冒咳嗽,太极 急支糖浆 200ml/瓶清热化痰 宣肺止咳 用于外感风热所致的咳嗽,26.80,38000,太极急支糖浆,太极,发热,风热感冒
感冒咳嗽,白云山星群 夏桑菊颗粒10g*20包 用于风热感冒 头晕耳鸣 咽喉肿痛,19.90,27000,星群夏桑菊颗粒10g×20包,星群,咽喉肿痛,风热感冒
感冒咳嗽,999 抗病毒口服液 10ml*10 清热祛湿凉血解毒用于风热感冒流感,16.00,850000,999抗病毒口服液,999,其它,风热感冒
感冒咳嗽,仁和 川贝清肺糖浆 100ml*1瓶 清肺润燥 止咳化痰 用于干咳 咽干 咽痛,19.80,28000,仁和川贝清肺糖浆,仁和,空,干咳，其它
儿科用药,葵花药业 小儿氨酚烷胺颗粒6g*12袋 儿童普通感冒 流行性感冒引起的发烧 头痛 流鼻涕 打喷嚏 咽痛,15.20,91000,葵花小儿氨酚烷胺颗粒,葵花,发热,小儿感冒
感冒咳嗽,白云山 板蓝根颗粒10g*30袋 清热解毒 凉血利咽,26.80,390000,白云山10g*30袋,白云山,咽喉肿痛,扁桃体炎
感冒咳嗽,同仁堂 止咳片 0.3g*60片 润肺定喘祛痰止咳 北京同仁堂,25.00,7600,同仁堂止咳片,同仁堂（TRT）,空,其它
感冒咳嗽,香雪 橘红痰咳液 10ml*18支 理气化痰 润肺止咳 支气管炎 气喘痰多,46.00,80000,香雪橘红痰咳液,香雪,其它,其它
感冒咳嗽,云南白药云丰四季感冒片24片 感冒药风寒发热头痛流鼻涕咳嗽嗓子咽喉疼痛流鼻涕,18.00,45000,云丰24片,云丰,咽喉肿痛,风寒感冒
感冒咳嗽,999 三九（南昌） 强力枇杷露 225ml养阴敛肺止咳祛痰用于支气管炎咳嗽,25.00,32000,999225ml,999,空,有痰咳嗽
感冒咳嗽,同仁堂 二陈丸 6g*12袋 理气健胃 咳嗽 痰多 恶心呕吐,24.00,54000,同仁堂二陈丸,同仁堂（TRT）,空,有痰咳嗽
感冒咳嗽,云南白药 风寒感冒颗粒 8g*6袋（发热 头痛 咳嗽 鼻塞）,20.00,19000,云南白药风寒感冒颗粒,云南白药（YUNNANBAIYAO）,发热,其它
感冒咳嗽,云南白药云丰板蓝根颗粒10g*20袋 消炎咽喉肿痛急性扁桃体炎口咽干燥,22.00,5800,云丰板蓝根颗粒10g*20袋,云丰,咽喉肿痛,其它
感冒咳嗽,白云山潘高寿 蛇胆川贝枇杷膏210g润肺止咳 祛痰定喘,39.80,20000,白云山蛇胆川贝枇杷膏210g/盒,白云山,空,其它
感冒咳嗽,以岭 连花清瘟胶囊 清瘟解毒 宣肺泄热 中药感冒药 不仅缓解感冒症状更能清瘟解毒 头痛咳嗽发热 24粒,12.12,91000,石家庄以岭0.35g*24粒/盒,以岭（YILING）,发热,风热感冒
感冒咳嗽,众生 众生丸100s 糖衣浓缩丸,49.80,13000,众生众生丸,众生,咽喉肿痛,其它
感冒咳嗽,999 小柴胡颗粒 10g*9袋解表散热疏肝和胃食欲不振心烦喜呕口苦咽干华润三九,23.50,850000,999999 小柴胡颗粒 10g*9袋,999,口干咽燥，其它,其它
止痛镇痛,泰诺 泰诺林 对乙酰氨基酚缓释片18片 镇痛发热退烧感冒药 头疼牙疼止痛药,20.10,18000,泰诺林0.65g*18片,泰诺林,空,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛
儿科用药,999三九小儿感冒颗粒6g*20袋疏风解表清热解毒用于小儿风热感冒枣庄,30.00,71000,999小儿感冒颗粒,999,流涕,其它
止痛镇痛,仲景 三黄片 50片 清热解毒 泻火降火通便 咽喉肿痛 牙龈肿痛 便秘 口鼻生疮心烦口渴,8.90,42000,仲景三黄片,仲景,牙龈肿痛,牙痛，其它
感冒咳嗽,联邦克立停 氢溴酸右美沙芬口服溶液(克立停)120ml干咳，上呼吸道感染、支气管炎等引起的咳嗽。,16.20,7100,联邦克立停氢溴酸右美沙芬口服溶液,联邦克立停,空,干咳，支气管炎
儿科用药,葵花 小儿清肺化痰口服液10ml*6支 用于小儿肺热感冒引起的咳嗽痰喘,32.00,4400,葵花小儿清肺化痰口服液,葵花,空,小儿感冒
感冒咳嗽,仁和 盐酸氨溴索口服溶液 12支 用于支气管炎咳嗽,26.80,28000,仁和盐酸氨溴索口服溶液,仁和,其它,支气管炎，其它
耳鼻喉用药,辅舒良 丙酸氟替卡松鼻喷雾剂120喷 预防和治疗季节性过敏鼻炎,75.00,250000,辅舒良50μg*120喷(0.05%),辅舒良,其它,鼻炎
感冒咳嗽,养无极 补肺丸 用于气短喘咳 干咳痰粘 咳声低弱 喉干舌燥 9g*10丸*4板 补肺益气 止咳平喘 专治咳痰喘,298.00,53000,养无极9g*10丸*4板,养无极,其它,其它
感冒咳嗽,京都念慈菴蜜炼川贝枇杷膏300ml润肺止咳糖浆感冒咳嗽药,56.80,400000,京都念慈菴蜜炼川贝枇杷膏,京都念慈菴,空,有痰咳嗽，其它
感冒咳嗽,慢严舒柠咽炎片 清热解毒 刺激性咳嗽药 慢性咽炎 止咳化痰 咽喉痒痛 清利咽喉 90片,56.00,250000,慢严舒柠咽炎片,慢严舒柠（MINT）,其它,其它
感冒咳嗽,京都念慈菴蜜炼川贝枇杷膏150ml润肺止咳糖浆感冒咳嗽药,33.80,400000,京都念慈菴蜜炼川贝枇杷膏,京都念慈菴,其它,有痰咳嗽，其它
感冒咳嗽,"扬子江 蓝芩口服液 10ml*12支/盒 清热解毒,利咽消肿 急性咽炎、咽痛、咽干、咽部灼热",49.80,76000,扬子江蓝芩口服液,扬子江,咽喉肿痛,其它
感冒咳嗽,感康 复方氨酚烷胺片 6片/板*2板/盒（感冒药缓解发热头痛咽喉肿痛流涕鼻塞）,13.40,310000,感康12片/盒,感康,鼻塞，流涕，发热，头痛，打喷嚏,普通感冒，流行性感冒
感冒咳嗽,白云山 板蓝根颗粒 清热解毒 凉血利咽 用于肺胃热盛所致的咽喉肿痛 口咽干燥 10g*20袋 有糖,16.80,390000,白云山板蓝根颗粒 有糖,白云山,口干咽燥,其它
感冒咳嗽,慢严舒柠清喉利咽颗粒 无蔗糖型 咽炎 急慢性咽炎 扁桃体发炎 咽干咽痒嗓子痛 30袋,72.00,250000,慢严舒柠清喉利咽颗粒,慢严舒柠（MINT）,口干咽燥,其它
感冒咳嗽,999（三九）板蓝根颗粒 20袋清热解毒 咽喉肿痛 口咽干燥 急性扁桃体炎,23.00,850000,999板蓝根颗粒,999,咽喉肿痛，扁桃体炎,其它
感冒咳嗽,香雪 抗病毒口服液 清热祛湿 凉血解毒 用于风热感冒 流感 风热感冒药 18支,32.00,80000,香雪18支,香雪,其它,风热感冒，流行性感冒
止痛镇痛,芬必得 布洛芬缓释胶囊 0.3g*20粒 持续12小时缓解轻至中度疼痛,25.00,170000,芬必得0.3g*20粒,芬必得,牙龈肿痛，痛经，腰部酸痛，肩痛，颈部酸胀,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛，神经性头痛，偏头痛
儿科用药,999小儿氨酚黄那敏颗粒 20袋儿童流行性感冒 发热,26.00,89000,99920袋,999,发热,小儿感冒
感冒咳嗽,慢严舒柠咽炎片 清热解毒 养阴润肺 慢性咽炎 咽干 咽喉炎 咽痒 嗓子疼 咳嗽药 30片,22.00,250000,慢严舒柠0.25G*30片/盒,慢严舒柠（MINT）,口干咽燥,其它
感冒咳嗽,同仁堂 感冒清热颗粒12g*10袋 疏风散寒 解表清热 风寒感冒药，头痛发热，恶寒身痛，鼻流清涕，咳嗽咽干 北京同仁堂,16.00,200000,同仁堂10袋,同仁堂,空,风寒感冒
感冒咳嗽,白云山 小柴胡颗粒 10克*10袋（解表散热 疏肝和胃 食欲不振 口苦咽干）,15.80,100000,白云山10g*10袋/盒,白云山,发热,风热感冒
感冒咳嗽,快克复方氨酚烷胺胶囊10粒头痛鼻塞流涕发热感冒药,9.60,130000,快克10粒,快克（QUICK）,发热,风热感冒
儿科用药,同仁堂 儿感清口服液 10ml*10支 小儿风寒感冒鼻塞流涕咳痰咳嗽,38.50,70000,同仁堂10ml*10支,同仁堂（TRT）,发热,小儿感冒，风寒感冒
止痛镇痛,云南白药 云丰 蒲地蓝消炎片 48片（消肿 咽炎 扁桃腺炎）,28.50,150000,云南白药48片,云南白药（YUNNANBAIYAO）,空,其它
感冒咳嗽,999 感冒灵胶囊 0.5g*12粒头痛 发热 鼻塞 流涕 咽痛 感冒药品（三九深圳）,13.90,850000,999感冒灵胶囊,999,发热,普通感冒
感冒咳嗽,白云山复方板蓝根颗粒 15g*20袋 风热感冒 喉咙肿痛,19.80,390000,广药白云山复方板蓝根颗粒 15g*20袋,白云山,咽喉肿痛,风热感冒
感冒咳嗽,以岭连花清瘟胶囊36粒 (莲花清瘟) 清瘟解毒 流行性感冒、发热、头疼感冒药,18.00,91000,以岭36粒,以岭（YILING）,鼻塞，流涕，发热，肌肉酸痛，头痛,流行性感冒
儿科用药,美林 布洛芬混悬液 100ml 儿童感冒发烧用药小儿感冒退烧药 缓解疼痛,25.90,80000,美林100毫升,美林,发热,小儿感冒
感冒咳嗽,香雪 橘红痰咳液 理气化痰 润肺止咳 又止咳又化痰 支气管炎 感冒咳嗽药 10ml*18支 （无糖型）,54.00,80000,香雪橘红痰咳液（无糖型）,香雪,其它,其它
儿科用药,葵花药业 小儿肺热咳喘口服液8支 宣肺化痰 发热出汗 儿童发烧咳嗽痰黄,39.00,91000,葵花8支,葵花,发热,小儿感冒
感冒咳嗽,慢严舒柠复方青橄榄利咽含片 咽部灼热疼痛 咽干不适 清热解毒 咽炎含片保护声带 60片,55.00,250000,慢严舒柠复方青橄榄利咽含片,慢严舒柠（MINT）,其它,其它
感冒咳嗽,999（三九） 感冒清热颗粒 18袋(疏风散寒清热解表 风寒感冒 咳嗽咽干),25.00,850000,999感冒清热颗粒,999,发热，其它,风寒感冒
感冒咳嗽,慢严舒柠清喉利咽颗粒 咽炎 咽喉发干 声音嘶哑 急慢性咽炎 扁桃体炎 止咳药 21袋,68.90,250000,慢严舒柠5克*21袋/盒乳糖型,慢严舒柠（MINT）,其它,其它
感冒咳嗽,同仁堂 秋梨润肺膏 100g 润肺止咳 生津利咽 用于久咳 痰少质粘 口燥咽干,28.00,54000,同仁堂秋梨润肺膏,同仁堂（TRT）,其它,其它
感冒咳嗽,仁和可立克 复方氨酚烷胺胶囊20粒 （头痛发热喷嚏鼻涕感冒药）,22.80,37000,仁和可立克复方氨酚烷胺胶囊,仁和可立克（RH）,发热,普通感冒，流行性感冒
感冒咳嗽,特一 止咳宝片 24片 宣肺祛痰 止咳平喘,29.80,21000,特一止咳宝片,特一,咽喉肿痛,有痰咳嗽
儿科用药,999小儿咳喘灵颗粒 2g*10宣肺 清热 止咳 祛痰 上呼吸道感染 咳嗽三九黄石,15.90,29000,999小儿咳喘灵颗粒,999,咳嗽哮喘,其它
止痛镇痛,芬必得 布洛芬缓释胶囊 24粒 缓解牙痛、头痛、原发性痛经、肩痛、劳损、骨关节炎,30.20,170000,芬必得24粒,芬必得,牙龈肿痛，痛经，腰部酸痛，肩痛，颈部酸胀,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛，神经性头痛，偏头痛，其它
儿科用药,999 小儿止咳糖浆225ml 祛痰镇咳 用于小儿感冒引起的咳嗽三九郴州,12.00,40000,999225ML,999,空,小儿感冒
儿科用药,999（三九） 小儿感冒颗粒 6g*24袋 疏风解表清热解毒 用于发热 头胀痛 咳嗽痰黏 咽喉肿痛,38.00,71000,999小儿感冒颗粒,999,发热,小儿感冒
儿科用药,葵花药业 小儿肺热咳喘颗粒 3g*6袋 宣肺止咳 化痰平喘 儿童感冒 支气管炎,32.00,91000,葵花小儿肺热咳喘颗粒,葵花,空,小儿感冒，其它
感冒咳嗽,同济堂 虫草清肺胶囊 48粒 润肺补气 清肺化痰 止咳平喘,88.00,1300,同济堂虫草清肺胶囊,同济堂,痰多,支气管炎
感冒咳嗽,太极 急支糖浆 200ml/瓶清热化痰 宣肺止咳 用于外感风热所致的咳嗽,26.80,38000,太极急支糖浆,太极,发热,风热感冒
感冒咳嗽,白云山星群 夏桑菊颗粒10g*20包 用于风热感冒 头晕耳鸣 咽喉肿痛,19.90,27000,星群夏桑菊颗粒10g×20包,星群,咽喉肿痛,风热感冒
感冒咳嗽,999 抗病毒口服液 10ml*10 清热祛湿凉血解毒用于风热感冒流感,16.00,850000,999抗病毒口服液,999,其它,风热感冒
感冒咳嗽,仁和 川贝清肺糖浆 100ml*1瓶 清肺润燥 止咳化痰 用于干咳 咽干 咽痛,19.80,28000,仁和川贝清肺糖浆,仁和,空,干咳，其它
儿科用药,葵花药业 小儿氨酚烷胺颗粒6g*12袋 儿童普通感冒 流行性感冒引起的发烧 头痛 流鼻涕 打喷嚏 咽痛,15.20,91000,葵花小儿氨酚烷胺颗粒,葵花,发热,小儿感冒
感冒咳嗽,白云山 板蓝根颗粒10g*30袋 清热解毒 凉血利咽,26.80,390000,白云山10g*30袋,白云山,咽喉肿痛,扁桃体炎
感冒咳嗽,同仁堂 止咳片 0.3g*60片 润肺定喘祛痰止咳 北京同仁堂,25.00,7600,同仁堂止咳片,同仁堂（TRT）,空,其它
感冒咳嗽,香雪 橘红痰咳液 10ml*18支 理气化痰 润肺止咳 支气管炎 气喘痰多,46.00,80000,香雪橘红痰咳液,香雪,其它,其它
感冒咳嗽,云南白药云丰四季感冒片24片 感冒药风寒发热头痛流鼻涕咳嗽嗓子咽喉疼痛流鼻涕,18.00,45000,云丰24片,云丰,咽喉肿痛,风寒感冒
感冒咳嗽,999 三九（南昌） 强力枇杷露 225ml养阴敛肺止咳祛痰用于支气管炎咳嗽,25.00,32000,999225ml,999,空,有痰咳嗽
感冒咳嗽,同仁堂 二陈丸 6g*12袋 理气健胃 咳嗽 痰多 恶心呕吐,24.00,54000,同仁堂二陈丸,同仁堂（TRT）,空,有痰咳嗽
感冒咳嗽,云南白药 风寒感冒颗粒 8g*6袋（发热 头痛 咳嗽 鼻塞）,20.00,19000,云南白药风寒感冒颗粒,云南白药（YUNNANBAIYAO）,发热,其它
感冒咳嗽,云南白药云丰板蓝根颗粒10g*20袋 消炎咽喉肿痛急性扁桃体炎口咽干燥,22.00,5800,云丰板蓝根颗粒10g*20袋,云丰,咽喉肿痛,其它
感冒咳嗽,白云山潘高寿 蛇胆川贝枇杷膏210g润肺止咳 祛痰定喘,39.80,20000,白云山蛇胆川贝枇杷膏210g/盒,白云山,空,其它
感冒咳嗽,以岭 连花清瘟胶囊 清瘟解毒 宣肺泄热 中药感冒药 不仅缓解感冒症状更能清瘟解毒 头痛咳嗽发热 24粒,12.12,91000,石家庄以岭0.35g*24粒/盒,以岭（YILING）,发热,风热感冒
感冒咳嗽,众生 众生丸100s 糖衣浓缩丸,49.80,13000,众生众生丸,众生,咽喉肿痛,其它
感冒咳嗽,999 小柴胡颗粒 10g*9袋解表散热疏肝和胃食欲不振心烦喜呕口苦咽干华润三九,23.50,850000,999999 小柴胡颗粒 10g*9袋,999,口干咽燥，其它,其它
止痛镇痛,泰诺 泰诺林 对乙酰氨基酚缓释片18片 镇痛发热退烧感冒药 头疼牙疼止痛药,20.10,18000,泰诺林0.65g*18片,泰诺林,空,牙痛，肌肉痛，头痛，痛经，关节痛，神经痛
儿科用药,999三九小儿感冒颗粒6g*20袋疏风解表清热解毒用于小儿风热感冒枣庄,30.00,71000,999小儿感冒颗粒,999,流涕,其它
止痛镇痛,仲景 三黄片 50片 清热解毒 泻火降火通便 咽喉肿痛 牙龈肿痛 便秘 口鼻生疮心烦口渴,8.90,42000,仲景三黄片,仲景,牙龈肿痛,牙痛，其它
感冒咳嗽,联邦克立停 氢溴酸右美沙芬口服溶液(克立停)120ml干咳，上呼吸道感染、支气管炎等引起的咳嗽。,16.20,7100,联邦克立停氢溴酸右美沙芬口服溶液,联邦克立停,空,干咳，支气管炎
儿科用药,葵花 小儿清肺化痰口服液10ml*6支 用于小儿肺热感冒引起的咳嗽痰喘,32.00,4400,葵花小儿清肺化痰口服液,葵花,空,小儿感冒
感冒咳嗽,仁和 盐酸氨溴索口服溶液 12支 用于支气管炎咳嗽,26.80,28000,仁和盐酸氨溴索口服溶液,仁和,其它,支气管炎，其它
肠胃消化,舒尔佳 奥利司他胶囊48粒 瘦身减脂减重减肥药男女抗肥胖,327.00,320000,舒尔佳奥利司他,舒尔佳,空,其它
肠胃消化,碧生源 奥利司他胶囊30粒 减脂瘦身减重男女士减肥药排油抗肥胖赛乐赛正品,198.00,44000,碧生源奥利司他胶囊,碧生源,空,肥胖，体重超重
肠胃消化,雅塑 奥利司他胶囊36粒 减肥药男女瘦身减脂减重排油神器赛乐赛抗肥胖正品,258.00,95000,雅塑36粒,雅塑（yasu）,空,肥胖，体重超重
肠胃消化,舒尔佳 奥利司他胶囊21粒 瘦身减脂减重减肥药男女排油神器赛乐赛抗肥胖正品,158.00,320000,舒尔佳奥利司他胶囊,舒尔佳,空,肥胖，体重超重
肠胃消化,艾丽 奥利司他胶囊21粒 瘦身减脂减重减肥药男女排油神器抗肥胖,158.00,150000,艾丽21粒,艾丽,空,肥胖，体重超重
肠胃消化,盘龙云海排毒养颜胶囊90粒 祛色斑便秘药痤疮益气活血排毒减肥通便,198.00,210000,盘龙云海90粒,盘龙云海,空,通便排毒
肠胃消化,马应龙麝香痔疮栓1.5g*12粒 用于内外痔疮 肛裂 马应龙痣疮膏,24.00,620000,马应龙1.5g*12枚(xf),马应龙,空,空
肠胃消化,雅塑 奥利司他胶囊18粒 男女减肥药瘦身排油丸减脂减重抗肥胖药品,139.00,95000,雅塑奥利司他胶囊,雅塑（yasu）,空,空
肠胃消化,马应龙 痔炎消片 30粒清热解毒 润肠通便 用于止血 止痛 消肿 用于痔疮发炎肿痛 马应龙痣疮膏,30.00,620000,马应龙0.53g*10s*3板,马应龙,空,空
肠胃消化,艾丽 奥利司他胶囊42粒 瘦身减脂减重减肥药男女排油神器抗肥胖,278.00,200,艾丽奥利司他胶囊,艾丽,空,肥胖，体重超重
肠胃消化,马应龙 麝香痔疮膏 20g 用于痔疮肛裂症见大便出血或肿痛 马应龙痣疮膏,20.00,620000,马应龙麝香痔疮膏,马应龙,空,空
肠胃消化,同仁堂 参苓白术散12g*10袋 补脾胃 益肺气 北京同仁堂,43.00,120000,同仁堂12克*10袋,同仁堂（TRT）,空,空
肠胃消化,盘龙云海 48粒 排毒养颜胶囊 祛色斑 便秘 痤疮 益气活血 通便,99.00,210000,盘龙云海48粒,盘龙云海,空,通便排毒
肠胃消化,杜密克 乳果糖口服溶液(杜密克)15ml：10g*6袋,39.00,35000,10g*6袋,杜密克,空,空
肠胃消化,达喜 铝碳酸镁咀嚼片0.5g*30片 胃药 咀嚼片 慢性胃炎饱胀烧心,35.00,110000,达喜铝碳酸镁咀嚼片,达喜,空,空
肠胃消化,舒尔佳 奥利司他胶囊7粒 瘦身减脂减重减肥药男女排油赛乐赛抗肥胖,52.50,320000,舒尔佳奥利司他胶囊,舒尔佳,空,肥胖，体重超重
肠胃消化,荣昌肛泰 肛泰 0.5g*6片 消肿止痛 痔疮药 内痔 外痔 混合痔,55.00,150000,荣昌0.5g*6片,荣昌,空,凉血止痛，清热解毒，内外痔
